id_anio,cod_dre,nom_dre,cod_ugel,nom_ugel,ubigeo,dpto,prov,dist,c_poblado,cod_local,cod_mod,anexo,nombre_iie,gestion,nivel,grado,seccion,turno,talumnos,codigo_modular_norm,codigo_local_norm,total_alumnos_norm,metodo_vinculacion,nombre_fya_bd,red_fya,fecha_procesamiento
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,1376268,0,86548 JOSE MARIA VELAZ,P£blica,Inicial - Jard¡n,Grupo 5 a¤os,ARCO IRIS,Ma¤ana,14,1376268,27453,14,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:52:07.153181
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,,0838455,0,HUARAC HUARAN,P£blica,Inicial - Programa no escolarizado,3 a¤os,UNICA,Ma¤ana,12,838455,99,12,CODIGO_MODULAR_NORMALIZADO,HUARAC HUARAN,54,2025-08-09T17:52:07.153181
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,0414987,0,86548 JOSE MARIA VELAZ,P£blica,Primaria,SEXTO,UNICA,Ma¤ana,10,414987,27453,10,CODIGO_MODULAR_NORMALIZADO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:52:07.153181
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,027575,0520221,0,86809,P£blica,Primaria,CUARTO,UNICA,Ma¤ana,4,520221,27575,4,CODIGO_MODULAR_NORMALIZADO,86809,54,2025-08-09T17:52:07.153707
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,0415117,0,86769 ABRAHAM VALDELOMAR,P£blica,Primaria,PRIMERO,UNICA,Ma¤ana,5,415117,27556,5,CODIGO_MODULAR_NORMALIZADO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:52:07.153707
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,1633189,0,86769 ABRAHAM VALDELOMAR,P£blica,Secundaria,QUINTO,UNICA,Ma¤ana,8,1633189,27556,8,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:52:07.153707
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,0414987,0,86548 JOSE MARIA VELAZ,P£blica,Primaria,SEGUNDO,UNICA,Ma¤ana,10,414987,27453,10,CODIGO_MODULAR_NORMALIZADO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:52:07.153707
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,0415141,0,86783,P£blica,Primaria,QUINTO,UNICA,Ma¤ana,16,415141,27561,16,CODIGO_MODULAR_NORMALIZADO,86783,54,2025-08-09T17:52:07.153707
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,1376300,0,86783,P£blica,Secundaria,TERCERO,UNICA,Ma¤ana,14,1376300,27561,14,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:52:07.154755
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,0541201,0,88247 SAN ENRIQUE,P£blica,Primaria,QUINTO,UNICA,Ma¤ana,7,541201,27641,7,CODIGO_MODULAR_NORMALIZADO,88247 SAN ENRIQUE,54,2025-08-09T17:52:07.154755
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARACHUCO,027504,0415059,0,86731,P£blica,Primaria,TERCERO,UNICA,Ma¤ana,2,415059,27504,2,CODIGO_MODULAR_NORMALIZADO,86731,54,2025-08-09T17:52:07.154755
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,1551944,0,87009-01,P£blica,Inicial - Jard¡n,Grupo 5 a¤os,UNICA,Ma¤ana,2,1551944,27603,2,CODIGO_MODULAR_EXACTO,87009-01,54,2025-08-09T17:52:07.154755
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,1608132,0,86769 ABRAHAM VALDELOMAR,P£blica,Inicial - Jard¡n,Grupo 4 a¤os,UNICA,Ma¤ana,6,1608132,27556,6,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:52:07.154755
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,0415141,0,86783,P£blica,Primaria,SEXTO,UNICA,Ma¤ana,9,415141,27561,9,CODIGO_MODULAR_NORMALIZADO,86783,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,1376318,0,88247 SAN ENRIQUE,P£blica,Inicial - Jard¡n,Grupo 4 a¤os,UNICA,Ma¤ana,7,1376318,27641,7,CODIGO_MODULAR_EXACTO,88247 SAN ENRIQUE,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARACHUCO,027504,0415059,0,86731,P£blica,Primaria,SEGUNDO,UNICA,Ma¤ana,1,415059,27504,1,CODIGO_MODULAR_NORMALIZADO,86731,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,1315084,0,86548 JOSE MARIA VELAZ,P£blica,Secundaria,CUARTO,A,Ma¤ana,21,1315084,27453,21,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,0414987,0,86548 JOSE MARIA VELAZ,P£blica,Primaria,QUINTO,UNICA,Ma¤ana,19,414987,27453,19,CODIGO_MODULAR_NORMALIZADO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,0415141,0,86783,P£blica,Primaria,SEGUNDO,UNICA,Ma¤ana,9,415141,27561,9,CODIGO_MODULAR_NORMALIZADO,86783,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,1376300,0,86783,P£blica,Secundaria,CUARTO,UNICA,Ma¤ana,10,1376300,27561,10,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,1376318,0,88247 SAN ENRIQUE,P£blica,Inicial - Jard¡n,Grupo 3 a¤os,UNICA,Ma¤ana,4,1376318,27641,4,CODIGO_MODULAR_EXACTO,88247 SAN ENRIQUE,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,0415141,0,86783,P£blica,Primaria,TERCERO,UNICA,Ma¤ana,20,415141,27561,20,CODIGO_MODULAR_NORMALIZADO,86783,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,1376300,0,86783,P£blica,Secundaria,SEGUNDO,UNICA,Ma¤ana,18,1376300,27561,18,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,0541201,0,88247 SAN ENRIQUE,P£blica,Primaria,TERCERO,UNICA,Ma¤ana,1,541201,27641,1,CODIGO_MODULAR_NORMALIZADO,88247 SAN ENRIQUE,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,0541201,0,88247 SAN ENRIQUE,P£blica,Primaria,SEXTO,UNICA,Ma¤ana,5,541201,27641,5,CODIGO_MODULAR_NORMALIZADO,88247 SAN ENRIQUE,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,027716,0686386,0,88327,P£blica,Primaria,TERCERO,A,Ma¤ana,7,686386,27716,7,CODIGO_MODULAR_NORMALIZADO,88327,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,0414987,0,86548 JOSE MARIA VELAZ,P£blica,Primaria,CUARTO,UNICA,Ma¤ana,20,414987,27453,20,CODIGO_MODULAR_NORMALIZADO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,,0838455,0,HUARAC HUARAN,P£blica,Inicial - Programa no escolarizado,4 a¤os,UNICA,Ma¤ana,4,838455,99,4,CODIGO_MODULAR_NORMALIZADO,HUARAC HUARAN,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,1551944,0,87009-01,P£blica,Inicial - Jard¡n,Grupo 3 a¤os,UNICA,Ma¤ana,10,1551944,27603,10,CODIGO_MODULAR_EXACTO,87009-01,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,1551944,0,87009-01,P£blica,Inicial - Jard¡n,Grupo 4 a¤os,UNICA,Ma¤ana,16,1551944,27603,16,CODIGO_MODULAR_EXACTO,87009-01,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,0818682,0,87009-01,P£blica,Primaria,SEGUNDO,UNICA,Ma¤ana,4,818682,27603,4,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,0818682,0,87009-01,P£blica,Primaria,TERCERO,UNICA,Ma¤ana,9,818682,27603,9,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,1633189,0,86769 ABRAHAM VALDELOMAR,P£blica,Secundaria,PRIMERO,UNICA,Ma¤ana,17,1633189,27556,17,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,1633189,0,86769 ABRAHAM VALDELOMAR,P£blica,Secundaria,CUARTO,UNICA,Ma¤ana,7,1633189,27556,7,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,0415141,0,86783,P£blica,Primaria,PRIMERO,UNICA,Ma¤ana,6,415141,27561,6,CODIGO_MODULAR_NORMALIZADO,86783,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,0415141,0,86783,P£blica,Primaria,CUARTO,UNICA,Ma¤ana,8,415141,27561,8,CODIGO_MODULAR_NORMALIZADO,86783,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,027716,0686386,0,88327,P£blica,Primaria,CUARTO,A,Ma¤ana,7,686386,27716,7,CODIGO_MODULAR_NORMALIZADO,88327,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,0415117,0,86769 ABRAHAM VALDELOMAR,P£blica,Primaria,TERCERO,UNICA,Ma¤ana,4,415117,27556,4,CODIGO_MODULAR_NORMALIZADO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,0818682,0,87009-01,P£blica,Primaria,QUINTO,UNICA,Ma¤ana,17,818682,27603,17,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,027575,0520221,0,86809,P£blica,Primaria,SEXTO,UNICA,Ma¤ana,6,520221,27575,6,CODIGO_MODULAR_NORMALIZADO,86809,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,0415117,0,86769 ABRAHAM VALDELOMAR,P£blica,Primaria,SEGUNDO,UNICA,Ma¤ana,6,415117,27556,6,CODIGO_MODULAR_NORMALIZADO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,1633189,0,86769 ABRAHAM VALDELOMAR,P£blica,Secundaria,TERCERO,UNICA,Ma¤ana,8,1633189,27556,8,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAJAY,027561,1376300,0,86783,P£blica,Secundaria,QUINTO,UNICA,Ma¤ana,11,1376300,27561,11,CODIGO_MODULAR_EXACTO,86783,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,027716,0686386,0,88327,P£blica,Primaria,PRIMERO,A,Ma¤ana,3,686386,27716,3,CODIGO_MODULAR_NORMALIZADO,88327,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,027716,0686386,0,88327,P£blica,Primaria,SEGUNDO,A,Ma¤ana,3,686386,27716,3,CODIGO_MODULAR_NORMALIZADO,88327,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,0541201,0,88247 SAN ENRIQUE,P£blica,Primaria,SEGUNDO,UNICA,Ma¤ana,5,541201,27641,5,CODIGO_MODULAR_NORMALIZADO,88247 SAN ENRIQUE,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,027716,1678879,0,693,P£blica,Inicial - Jard¡n,Grupo 3 a¤os,LOS GENIOS,Ma¤ana,4,1678879,862206,4,CODIGO_MODULAR_EXACTO,693,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CAPAN,027641,1376318,0,88247 SAN ENRIQUE,P£blica,Inicial - Jard¡n,Grupo 5 a¤os,UNICA,Ma¤ana,4,1376318,27641,4,CODIGO_MODULAR_EXACTO,88247 SAN ENRIQUE,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARACHUCO,027504,0415059,0,86731,P£blica,Primaria,CUARTO,UNICA,Ma¤ana,2,415059,27504,2,CODIGO_MODULAR_NORMALIZADO,86731,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,0414987,0,86548 JOSE MARIA VELAZ,P£blica,Primaria,PRIMERO,UNICA,Ma¤ana,9,414987,27453,9,CODIGO_MODULAR_NORMALIZADO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,0818682,0,87009-01,P£blica,Primaria,CUARTO,UNICA,Ma¤ana,12,818682,27603,12,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,027575,0520221,0,86809,P£blica,Primaria,SEGUNDO,UNICA,Ma¤ana,5,520221,27575,5,CODIGO_MODULAR_NORMALIZADO,86809,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,,0838455,0,HUARAC HUARAN,P£blica,Inicial - Programa no escolarizado,5 a¤os,UNICA,Ma¤ana,2,838455,99,2,CODIGO_MODULAR_NORMALIZADO,HUARAC HUARAN,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,027575,0520221,0,86809,P£blica,Primaria,TERCERO,UNICA,Ma¤ana,5,520221,27575,5,CODIGO_MODULAR_NORMALIZADO,86809,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,1608132,0,86769 ABRAHAM VALDELOMAR,P£blica,Inicial - Jard¡n,Grupo 3 a¤os,UNICA,Ma¤ana,3,1608132,27556,3,CODIGO_MODULAR_EXACTO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUARAC HURAN,027575,0520221,0,86809,P£blica,Primaria,PRIMERO,UNICA,Ma¤ana,1,520221,27575,1,CODIGO_MODULAR_NORMALIZADO,86809,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,1376268,0,86548 JOSE MARIA VELAZ,P£blica,Inicial - Jard¡n,Grupo 3 a¤os,RAYITOS DE SOL,Ma¤ana,12,1376268,27453,12,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,1376268,0,86548 JOSE MARIA VELAZ,P£blica,Inicial - Jard¡n,Grupo 4 a¤os,GOTITAS DE LLUVIA,Ma¤ana,9,1376268,27453,9,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,1315084,0,86548 JOSE MARIA VELAZ,P£blica,Secundaria,PRIMERO,UNICA,Ma¤ana,23,1315084,27453,23,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,1315084,0,86548 JOSE MARIA VELAZ,P£blica,Secundaria,CUARTO,B,Ma¤ana,19,1315084,27453,19,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,1315084,0,86548 JOSE MARIA VELAZ,P£blica,Secundaria,TERCERO,UNICA,Ma¤ana,22,1315084,27453,22,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,1315084,0,86548 JOSE MARIA VELAZ,P£blica,Secundaria,QUINTO,UNICA,Ma¤ana,28,1315084,27453,28,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,CARAP,027716,1678879,0,693,P£blica,Inicial - Jard¡n,Grupo 4 a¤os,LOS SABIOS,Ma¤ana,8,1678879,862206,8,CODIGO_MODULAR_EXACTO,693,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,1315084,0,86548 JOSE MARIA VELAZ,P£blica,Secundaria,SEGUNDO,UNICA,Ma¤ana,31,1315084,27453,31,CODIGO_MODULAR_EXACTO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUANCHUY,027603,0818682,0,87009-01,P£blica,Primaria,SEXTO,UNICA,Ma¤ana,6,818682,27603,6,CODIGO_MODULAR_NORMALIZADO,87009-01,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,HUASCAR,027556,0415117,0,86769 ABRAHAM VALDELOMAR,P£blica,Primaria,QUINTO,UNICA,Ma¤ana,8,415117,27556,8,CODIGO_MODULAR_NORMALIZADO,86769 ABRAHAM VALDELOMAR,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020012,UGEL HUAYLAS,021206,ANCASH,HUAYLAS,PAMPAROMAS,PICHIU,027453,0414987,0,86548 JOSE MARIA VELAZ,P£blica,Primaria,TERCERO,UNICA,Ma¤ana,11,414987,27453,11,CODIGO_MODULAR_NORMALIZADO,86548 JOSE MARIA VELAZ,54,2025-08-09T17:52:07.155280
2019,0200,DRE ANCASH,020018,UGEL SANTA,021805,ANCASH,SANTA,MORO,CAPTUY,036834,0488403,0,88225,P£blica,Primaria,QUINTO,AULA,Ma¤ana,4,0488403,036834,4,CODIGO_MODULAR_EXACTO,88225,,2025-08-09T17:52:07.169308
